ID_regla,sessionid,repeatcnt,severity_number,Nombre_regla,thread_category,prot,src_ip,dst_ip,log_subtype,extra_data
9999,595271,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,595640,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,597968,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,596724,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,597542,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
14984,595271,315,1,Suspicious HTTP Evasion Found,spyware,tcp,18.217.165.70,172.31.69.25,spyware,18.217.21.148/
32452,595271,315,1,Apache Un-terminated Request With Content Length Denial-of-Service Attack,brute-force,tcp,18.217.165.70,172.31.69.25,vulnerability,18.217.21.148/
9999,597472,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,596797,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,600686,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,595634,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,595614,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,595190,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,595105,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,595691,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,597663,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,596349,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,595688,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,597606,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,595153,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,597912,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,596752,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,597872,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,597897,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,597558,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,595717,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,595709,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,597624,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,595552,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,597492,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,597460,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,596811,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,597837,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,595598,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,595666,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,595600,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,601418,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,595229,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,595613,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,595570,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,595638,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,595760,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,595669,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,596837,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,595743,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,597596,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,597775,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,595617,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,597459,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,595701,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,596993,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,595283,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,597617,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,596745,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,596367,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,597349,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,598273,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,597763,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,595313,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,597390,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,595650,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,601318,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,597529,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,596738,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,595668,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,595615,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,595672,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,595791,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,597086,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,597350,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,597485,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,597432,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
9999,597388,1,1,,N/A,tcp,18.217.165.70,172.31.69.25,url,18.217.21.148/
